Staff,Name,Role,First join,Last leave,Total time,Joins
aarushi,62ed60d6000bf7fa150d3bd4eb572fc3,Presenter,11/11/2020 08:54:23,11/11/2020 09:53:38,00:59:15,1
aarushi,6f888e2268a714f0db43105f75310e91,Presenter,11/11/2020 08:58:48,11/11/2020 08:58:57,00:00:08,1
aarushi,42fa675e161caee311f25dec474f84ca,Presenter,11/11/2020 09:02:44,11/11/2020 09:03:04,00:00:19,1
aarushi,1bf33bf00a9cac65cf0a0917bbdaaa01,Presenter,11/11/2020 10:14:12,11/11/2020 10:54:45,00:40:33,1
aarushi,4815c89ce8c00066bf21e6fa3890a92e,Presenter,11/11/2020 10:15:58,11/11/2020 11:05:50,00:49:46,2
aarushi,47ee1c8dced907ccc114434263798dad,Presenter,11/11/2020 10:17:45,11/11/2020 10:54:18,00:36:33,1
aarushi,4b9214cf667e833d8bdf6d61a719693a,Presenter,11/11/2020 10:49:40,11/11/2020 10:49:55,00:00:15,1
aarushi,877fe38f13b6c38ea9a2c192648e2862,Presenter,11/12/2020 14:56:43,11/12/2020 16:43:24,01:45:57,2
aarushi,47ee1c8dced907ccc114434263798dad,Presenter,11/12/2020 15:33:35,11/12/2020 16:51:39,01:18:03,1
aarushi,3c79b10f2c86148b6f07ae1548d9a12d,Presenter,11/12/2020 15:35:08,11/12/2020 17:10:48,01:34:55,4
aarushi,ce0843389ec1c430b99d738e541a844b,Presenter,11/12/2020 15:43:03,11/12/2020 17:23:33,01:40:29,1
aarushi,4815c89ce8c00066bf21e6fa3890a92e,Presenter,11/12/2020 15:46:20,11/12/2020 17:57:03,02:10:43,1
aarushi,d395189722712b04617c92a3fc13c9f4,Presenter,11/12/2020 15:47:40,11/12/2020 18:08:47,02:21:06,1
aarushi,3c6730c879d869938228349c4b2d3b94,Presenter,11/12/2020 16:01:17,11/12/2020 17:07:02,01:05:45,1
aarushi,AARUSHI GUPTA,Moderator,11/12/2020 16:02:20,11/12/2020 18:08:42,01:59:40,16
aarushi,fc89668809212ce6975e1523b85c6f30,Presenter,11/12/2020 16:31:55,11/12/2020 16:37:05,00:05:09,1
aarushi,ad32fc3bd1bab24c5449744ea431cb6f,Presenter,11/12/2020 16:47:12,11/12/2020 18:10:07,00:52:45,2
aarushi,8b084e9551ce038349a4f1bc51811c6e,Presenter,11/12/2020 16:51:13,11/12/2020 17:54:15,01:02:39,2
aarushi,4b9214cf667e833d8bdf6d61a719693a,Presenter,11/12/2020 17:45:49,11/12/2020 17:46:00,00:00:10,1
aarushi,6f888e2268a714f0db43105f75310e91,Presenter,11/14/2020 08:54:47,11/14/2020 09:30:00,00:35:12,1
aarushi,6f888e2268a714f0db43105f75310e91,Presenter,11/14/2020 08:16:12,11/14/2020 08:47:05,00:30:53,1
aarushi,6f888e2268a714f0db43105f75310e91,Presenter,11/14/2020 07:36:38,11/14/2020 08:12:00,00:35:21,1
aarushi,6f888e2268a714f0db43105f75310e91,Presenter,11/14/2020 09:53:37,11/14/2020 09:53:48,00:00:10,1
aarushi,4b9214cf667e833d8bdf6d61a719693a,Presenter,11/18/2020 10:17:40,11/18/2020 10:17:43,00:00:02,1
aarushi,AARUSHI GUPTA,Moderator,11/19/2020 09:01:07,11/19/2020 13:01:03,03:59:32,3
aarushi,2aa72e555dafb0b0dfd24ecd10147de7,Presenter,11/19/2020 10:30:45,11/19/2020 13:00:51,02:30:02,2
aarushi,656b978c314f00b8d89e885a1e4451d2,Presenter,11/19/2020 11:28:27,11/19/2020 11:33:44,00:05:17,1
aarushi,b768ba22b7b858a17626808750e55404,Presenter,11/19/2020 11:30:59,11/19/2020 12:16:37,00:17:33,2
aarushi,afa4227ff16787b8779bea9e17fd8a39,Presenter,11/19/2020 12:39:54,11/19/2020 13:00:51,00:20:57,1
aarushi,6f888e2268a714f0db43105f75310e91,Presenter,11/21/2020 09:00:06,11/21/2020 09:05:42,00:05:35,1
aarushi,AARUSHI GUPTA,Moderator,11/21/2020 09:01:16,11/21/2020 09:45:00,00:43:35,2
aarushi,9c3e055bcf30ba55f529b5f2d85468d3,Presenter,11/23/2020 09:01:10,11/23/2020 09:08:41,00:07:30,1
aarushi,AARUSHI GUPTA,Moderator,11/23/2020 09:01:17,11/23/2020 10:59:37,01:58:20,1
aarushi,f2f04530b818760ea538f0b0f9e46217,Presenter,11/23/2020 09:12:17,11/23/2020 10:33:16,01:20:45,2
aarushi,9c3979888ebcfe0900cc745f48b4ee9c,Presenter,11/23/2020 11:13:49,11/23/2020 11:50:00,00:36:10,1
aarushi,9c3e055bcf30ba55f529b5f2d85468d3,Presenter,11/25/2020 09:08:32,11/25/2020 09:09:43,00:01:10,1
aarushi,f2f04530b818760ea538f0b0f9e46217,Presenter,11/25/2020 08:53:17,11/25/2020 08:53:20,00:00:03,1
aarushi,9344ac1330d77335c580c5a3b08a7606,Presenter,11/25/2020 08:36:09,11/25/2020 08:36:45,00:00:35,1
aarushi,f2f04530b818760ea538f0b0f9e46217,Presenter,11/25/2020 08:17:13,11/25/2020 08:17:16,00:00:02,1
aarushi,47ee1c8dced907ccc114434263798dad,Presenter,11/25/2020 07:32:51,11/25/2020 08:10:30,00:37:39,1
aarushi,f2f04530b818760ea538f0b0f9e46217,Presenter,11/25/2020 08:09:36,11/25/2020 08:09:58,00:00:21,1
aarushi,f2f04530b818760ea538f0b0f9e46217,Presenter,11/25/2020 09:41:40,11/25/2020 12:53:03,03:10:57,3
aarushi,1051a373fca894a56ac1ad7f6fcca8e1,Presenter,11/25/2020 10:40:33,11/25/2020 11:33:25,00:52:51,1
aarushi,AARUSHI GUPTA,Moderator,11/25/2020 11:02:00,11/25/2020 13:06:08,02:04:07,1
aarushi,9344ac1330d77335c580c5a3b08a7606,Presenter,11/25/2020 11:18:59,11/25/2020 13:02:02,01:31:14,2
aarushi,93066d05951dea6649f31589dc2846c1,Presenter,11/25/2020 11:28:32,11/25/2020 12:37:02,01:08:29,1
aarushi,63cbc207c8b0c65345d990dca3ad6980,Presenter,11/25/2020 11:30:42,11/25/2020 11:58:42,00:27:59,1
aarushi,105456dda9bb7203ccd31b4ad204cc45,Presenter,11/25/2020 11:38:46,11/25/2020 13:02:12,01:06:26,2
aarushi,2bb4a0264113326a5b9d0b0c1d602fda,Presenter,11/25/2020 11:52:17,11/25/2020 12:23:06,00:30:49,1
aarushi,d3576c12927484cd8b11500c36a51bef,Presenter,11/25/2020 12:00:42,11/25/2020 12:23:50,00:10:50,2
aarushi,3c79b10f2c86148b6f07ae1548d9a12d,Presenter,11/25/2020 12:28:08,11/25/2020 13:05:56,00:30:53,2
aarushi,c931373a00a753e8c20508a12a911bf7,Presenter,11/25/2020 12:30:25,11/25/2020 12:30:39,00:00:13,1
aarushi,de873e105ebb0953989a6d49ba354318,Presenter,11/25/2020 12:39:45,11/25/2020 12:45:16,00:05:30,1
aarushi,ad32fc3bd1bab24c5449744ea431cb6f,Presenter,11/25/2020 13:03:12,11/25/2020 13:03:36,00:00:23,1
aarushi,6f888e2268a714f0db43105f75310e91,Presenter,11/28/2020 07:02:47,11/28/2020 08:14:00,01:10:45,2
aarushi,6f888e2268a714f0db43105f75310e91,Presenter,11/28/2020 08:20:35,11/28/2020 09:32:22,01:11:14,3
aarushi,AARUSHI GUPTA,Moderator,11/04/2020 09:00:54,11/04/2020 09:36:00,00:35:05,1
aarushi,AARUSHI GUPTA,Moderator,11/04/2020 08:12:43,11/04/2020 08:28:47,00:16:04,1
aarushi,9c3979888ebcfe0900cc745f48b4ee9c,Presenter,11/04/2020 08:12:46,11/04/2020 08:28:41,00:15:54,1
aarushi,AARUSHI GUPTA,Moderator,11/04/2020 09:38:21,11/04/2020 12:59:30,03:20:42,2
aarushi,9c3979888ebcfe0900cc745f48b4ee9c,Presenter,11/04/2020 10:04:51,11/04/2020 12:33:10,02:04:58,3
aarushi,fc89668809212ce6975e1523b85c6f30,Presenter,11/04/2020 10:39:16,11/04/2020 11:56:44,00:41:28,2
aarushi,4d1a99417c3bca7385ff63b83620f03e,Presenter,11/04/2020 11:38:18,11/04/2020 11:55:30,00:17:11,1
aarushi,6f888e2268a714f0db43105f75310e91,Presenter,11/07/2020 07:04:05,11/07/2020 08:16:00,01:11:37,2
aarushi,6f888e2268a714f0db43105f75310e91,Presenter,11/07/2020 08:59:24,11/07/2020 09:09:53,00:10:28,1
aarushi,AARUSHI GUPTA,Moderator,11/07/2020 09:01:00,11/07/2020 09:50:10,00:49:10,1
aarushi,66c6171dcacf4b7caa586fdab16c9c55,Presenter,11/07/2020 09:25:22,11/07/2020 09:50:07,00:24:45,1
aarushi,f2f04530b818760ea538f0b0f9e46217,Presenter,11/09/2020 08:58:14,11/09/2020 10:00:00,01:01:37,4
aarushi,AARUSHI GUPTA,Moderator,12/10/2020 11:01:01,12/10/2020 17:02:31,06:00:49,4
aarushi,2aa72e555dafb0b0dfd24ecd10147de7,Presenter,12/10/2020 11:03:22,12/10/2020 17:00:54,02:43:13,3
aarushi,9c3e055bcf30ba55f529b5f2d85468d3,Presenter,12/10/2020 11:03:56,12/10/2020 11:12:36,00:08:39,1
aarushi,afa4227ff16787b8779bea9e17fd8a39,Presenter,12/10/2020 12:36:34,12/10/2020 12:46:36,00:10:01,1
aarushi,60766eb69bd63f59b909b043a08520e5,Presenter,12/10/2020 13:57:31,12/10/2020 14:02:25,00:04:54,1
aarushi,9344ac1330d77335c580c5a3b08a7606,Presenter,12/10/2020 14:42:13,12/10/2020 17:02:32,01:47:41,8
aarushi,9344ac1330d77335c580c5a3b08a7606,Presenter,12/14/2020 13:26:44,12/14/2020 14:33:08,01:06:08,2
aarushi,AARUSHI GUPTA,Moderator,12/14/2020 14:00:32,12/14/2020 15:01:58,01:01:26,1
aarushi,afa4227ff16787b8779bea9e17fd8a39,Presenter,12/14/2020 14:32:38,12/14/2020 14:34:34,00:01:56,1
aarushi,d395189722712b04617c92a3fc13c9f4,Presenter,12/14/2020 14:48:00,12/14/2020 15:01:45,00:13:45,1
aarushi,9344ac1330d77335c580c5a3b08a7606,Presenter,12/15/2020 10:38:49,12/15/2020 14:01:12,03:22:05,2
aarushi,fbdcaa668860339338de879c9fb03127,Presenter,12/15/2020 10:50:31,12/15/2020 12:51:45,01:39:33,2
aarushi,62ed60d6000bf7fa150d3bd4eb572fc3,Presenter,12/15/2020 11:14:51,12/15/2020 12:45:34,01:30:43,1
aarushi,164d973c66bd9e7c37e85a3220d33cdd,Presenter,12/15/2020 11:25:02,12/15/2020 12:55:42,01:30:40,1
aarushi,105456dda9bb7203ccd31b4ad204cc45,Presenter,12/15/2020 11:37:46,12/15/2020 13:02:33,01:24:47,1
aarushi,AARUSHI GUPTA,Moderator,12/15/2020 11:51:55,12/15/2020 14:01:42,02:09:25,2
aarushi,47ee1c8dced907ccc114434263798dad,Presenter,12/15/2020 11:56:06,12/15/2020 14:12:48,02:16:32,2
aarushi,d395189722712b04617c92a3fc13c9f4,Presenter,12/15/2020 12:08:21,12/15/2020 13:14:41,01:06:20,1
aarushi,afa4227ff16787b8779bea9e17fd8a39,Presenter,12/15/2020 12:32:58,12/15/2020 12:52:32,00:19:33,1
aarushi,3c6730c879d869938228349c4b2d3b94,Presenter,12/15/2020 13:30:20,12/15/2020 13:38:16,00:07:56,1
aarushi,63cbc207c8b0c65345d990dca3ad6980,Presenter,12/15/2020 13:41:44,12/15/2020 13:59:48,00:18:04,1
aarushi,AARUSHI GUPTA,Moderator,12/02/2020 08:58:21,12/02/2020 13:02:02,04:03:07,3
aarushi,60766eb69bd63f59b909b043a08520e5,Presenter,12/02/2020 09:12:07,12/02/2020 13:03:49,00:45:42,2
aarushi,4b9214cf667e833d8bdf6d61a719693a,Presenter,12/02/2020 09:48:50,12/02/2020 10:49:08,00:21:27,2
aarushi,afa4227ff16787b8779bea9e17fd8a39,Presenter,12/02/2020 10:04:45,12/02/2020 11:05:04,00:28:51,4
aarushi,de873e105ebb0953989a6d49ba354318,Presenter,12/02/2020 10:06:50,12/02/2020 10:22:23,00:14:52,2
aarushi,62ed60d6000bf7fa150d3bd4eb572fc3,Presenter,12/02/2020 11:18:41,12/02/2020 11:33:41,00:14:59,1
aarushi,a837010ec752cdf650d641700901f64e,Presenter,12/02/2020 12:34:38,12/02/2020 13:03:51,00:29:12,1
aarushi,76eeb062f173cf87f5f99df79ebdb759,Presenter,12/02/2020 12:34:45,12/02/2020 13:03:55,00:28:59,2
aarushi,ce0843389ec1c430b99d738e541a844b,Presenter,12/02/2020 12:34:53,12/02/2020 13:04:03,00:28:13,5
aarushi,AARUSHI GUPTA,Moderator,12/07/2020 07:03:15,12/07/2020 09:59:59,02:55:46,4
aarushi,88fc9c9840f4101fd5c8654d37ac3741,Presenter,12/07/2020 07:21:05,12/07/2020 07:27:16,00:06:11,1
aarushi,5dfd348e5271db4d9e6ac8c540ad8689,Presenter,12/07/2020 08:49:24,12/07/2020 09:49:36,00:54:08,2
aarushi,ad32fc3bd1bab24c5449744ea431cb6f,Presenter,12/07/2020 09:15:34,12/07/2020 09:35:28,00:19:54,1
aarushi,df7ef6fa50865a68c005fe441943059b,Presenter,12/07/2020 09:24:45,12/07/2020 09:40:43,00:15:57,1
aarushi,afa4227ff16787b8779bea9e17fd8a39,Presenter,12/07/2020 09:47:17,12/07/2020 09:58:41,00:11:23,1
aarushi,9c3e055bcf30ba55f529b5f2d85468d3,Presenter,12/07/2020 09:47:23,12/07/2020 09:57:51,00:10:27,1
aarushi,afa4227ff16787b8779bea9e17fd8a39,Presenter,12/09/2020 12:15:54,12/09/2020 12:16:06,00:00:11,1
aarushi,5dfd348e5271db4d9e6ac8c540ad8689,Presenter,09/14/2020 08:59:51,09/14/2020 10:00:37,01:00:45,1
aarushi,c6600c9f3f206e810c075c7ee510ce71,Presenter,09/14/2020 08:59:55,09/14/2020 10:00:44,01:00:48,1
aarushi,AARUSHI GUPTA,Moderator,09/14/2020 09:01:08,09/14/2020 11:03:23,01:55:05,2
aarushi,656b978c314f00b8d89e885a1e4451d2,Presenter,09/14/2020 09:02:28,09/14/2020 10:00:44,00:58:16,1
aarushi,d3576c12927484cd8b11500c36a51bef,Presenter,09/14/2020 09:03:13,09/14/2020 10:00:44,00:55:59,2
aarushi,1bf33bf00a9cac65cf0a0917bbdaaa01,Presenter,09/14/2020 09:03:15,09/14/2020 10:00:44,00:57:29,1
aarushi,ae45766578953fb7305ea8447f5b4856,Presenter,09/14/2020 09:04:14,09/14/2020 10:00:44,00:56:30,1
aarushi,e77bbb96842b2c1f32e9285c26a0cb2f,Presenter,09/14/2020 09:58:21,09/14/2020 11:03:16,01:04:55,1
aarushi,93066d05951dea6649f31589dc2846c1,Presenter,09/14/2020 09:59:44,09/14/2020 11:03:17,00:59:23,3
aarushi,de873e105ebb0953989a6d49ba354318,Presenter,09/14/2020 12:57:00,09/14/2020 13:04:20,00:07:07,2
aarushi,4fc34d74d39917b3cd83966942843dc7,Presenter,09/16/2020 07:55:51,09/16/2020 08:54:23,00:57:46,3
aarushi,d4bd6718379eaabc631b3f46836de43b,Presenter,09/16/2020 07:56:37,09/16/2020 08:58:45,01:02:07,1
aarushi,AARUSHI GUPTA,Moderator,09/16/2020 07:57:48,09/16/2020 13:17:52,05:11:01,3
aarushi,41404e311b6340cba1068e928277d479,Presenter,09/16/2020 07:59:29,09/16/2020 08:59:04,00:59:34,1
aarushi,d17fc8520a761435ada66befa88e5981,Presenter,09/16/2020 07:59:39,09/16/2020 08:58:42,00:57:06,4
aarushi,51180ffc46bd39a43f742860f05b1fbc,Presenter,09/16/2020 08:00:11,09/16/2020 08:59:00,00:58:48,1
aarushi,9c3979888ebcfe0900cc745f48b4ee9c,Presenter,09/16/2020 08:06:31,09/16/2020 08:58:52,00:52:21,1
aarushi,4d1a99417c3bca7385ff63b83620f03e,Presenter,09/16/2020 10:54:18,09/16/2020 10:56:55,00:02:36,1
aarushi,AARUSHI GUPTA,Moderator,09/19/2020 08:58:06,09/19/2020 09:53:08,00:53:57,3
aarushi,d2e527fe597fdfdc1dbdb86b7f3ddc1e,Presenter,09/19/2020 09:00:26,09/19/2020 09:52:48,00:52:21,1
aarushi,b996a9b92ba73ea1bcb36967a2026808,Presenter,09/19/2020 09:00:49,09/19/2020 09:52:55,00:47:42,7
aarushi,AARUSHI GUPTA,Moderator,09/02/2020 09:51:57,09/02/2020 12:08:00,02:15:11,2
aarushi,AARUSHI GUPTA,Moderator,09/02/2020 12:09:06,09/02/2020 14:00:27,01:51:21,1
aarushi,619d3c78dbdf2294092673fa59c04f89,Presenter,09/02/2020 12:32:59,09/02/2020 12:39:52,00:06:53,1
aarushi,AARUSHI GUPTA,Moderator,09/21/2020 09:15:42,09/21/2020 09:15:46,00:00:04,1
aarushi,1bf33bf00a9cac65cf0a0917bbdaaa01,Presenter,09/21/2020 17:59:59,09/21/2020 18:00:04,00:00:05,1
aarushi,656b978c314f00b8d89e885a1e4451d2,Presenter,09/22/2020 10:53:54,09/22/2020 10:54:00,00:00:05,1
aarushi,656b978c314f00b8d89e885a1e4451d2,Presenter,09/22/2020 09:07:58,09/22/2020 09:12:20,00:01:36,2
aarushi,f2f04530b818760ea538f0b0f9e46217,Presenter,09/22/2020 08:50:57,09/22/2020 08:59:16,00:08:18,1
aarushi,5dfd348e5271db4d9e6ac8c540ad8689,Presenter,09/22/2020 14:56:08,09/22/2020 14:56:10,00:00:02,1
aarushi,47ee1c8dced907ccc114434263798dad,Presenter,09/23/2020 20:02:19,09/23/2020 20:02:23,00:00:04,1
aarushi,4fc34d74d39917b3cd83966942843dc7,Presenter,09/23/2020 07:44:55,09/23/2020 08:57:35,01:12:39,1
aarushi,a7b02a875664184bea0954d5b11c2a0f,Presenter,09/23/2020 07:53:47,09/23/2020 08:57:52,01:04:05,1
aarushi,b29642272b0369138eba28f9c4693430,Presenter,09/23/2020 07:59:01,09/23/2020 08:57:42,00:58:41,1
aarushi,41404e311b6340cba1068e928277d479,Presenter,09/23/2020 08:00:15,09/23/2020 08:57:54,00:57:39,1
aarushi,d4bd6718379eaabc631b3f46836de43b,Presenter,09/23/2020 08:01:43,09/23/2020 09:48:15,01:46:32,1
aarushi,51180ffc46bd39a43f742860f05b1fbc,Presenter,09/23/2020 08:03:24,09/23/2020 08:58:06,00:54:41,1
aarushi,9c3979888ebcfe0900cc745f48b4ee9c,Presenter,09/23/2020 08:03:29,09/23/2020 08:57:47,00:54:17,1
aarushi,AARUSHI GUPTA,Moderator,09/23/2020 08:09:58,09/23/2020 13:18:32,05:08:33,2
aarushi,5dfd348e5271db4d9e6ac8c540ad8689,Presenter,09/23/2020 08:41:11,09/23/2020 12:02:33,03:08:26,2
aarushi,ce0843389ec1c430b99d738e541a844b,Presenter,09/23/2020 08:53:44,09/23/2020 11:13:31,02:12:31,3
aarushi,62ed60d6000bf7fa150d3bd4eb572fc3,Presenter,09/23/2020 08:59:28,09/23/2020 09:23:39,00:24:11,1
aarushi,93066d05951dea6649f31589dc2846c1,Presenter,09/23/2020 08:59:42,09/23/2020 10:34:52,01:35:10,1
aarushi,9344ac1330d77335c580c5a3b08a7606,Presenter,09/23/2020 09:00:50,09/23/2020 09:01:52,00:01:01,1
aarushi,656b978c314f00b8d89e885a1e4451d2,Presenter,09/23/2020 09:01:13,09/23/2020 12:00:30,02:39:00,2
aarushi,df7ef6fa50865a68c005fe441943059b,Presenter,09/23/2020 09:04:32,09/23/2020 10:18:18,01:13:46,1
aarushi,1bf33bf00a9cac65cf0a0917bbdaaa01,Presenter,09/23/2020 09:24:19,09/23/2020 11:49:55,00:31:11,2
aarushi,afa4227ff16787b8779bea9e17fd8a39,Presenter,09/23/2020 09:30:46,09/23/2020 10:18:57,00:48:11,1
aarushi,42fa675e161caee311f25dec474f84ca,Presenter,09/23/2020 09:51:15,09/23/2020 12:41:25,02:07:53,3
aarushi,fc89668809212ce6975e1523b85c6f30,Presenter,09/23/2020 10:01:11,09/23/2020 11:58:06,00:54:18,3
aarushi,f2f04530b818760ea538f0b0f9e46217,Presenter,09/23/2020 10:02:15,09/23/2020 13:03:15,02:09:27,5
aarushi,4b9214cf667e833d8bdf6d61a719693a,Presenter,09/23/2020 10:07:40,09/23/2020 13:10:07,03:02:26,1
aarushi,47ee1c8dced907ccc114434263798dad,Presenter,09/23/2020 10:10:44,09/23/2020 10:36:00,00:25:15,1
aarushi,0ace3bd8b598d66d6c0bbef7bcc2d836,Presenter,09/23/2020 10:15:05,09/23/2020 10:57:55,00:42:50,1
aarushi,1971998a3ddc1a8e0cab0cf7600a10fe,Participant,09/23/2020 10:21:29,09/23/2020 10:25:53,00:04:24,1
aarushi,6f888e2268a714f0db43105f75310e91,Presenter,09/23/2020 10:49:30,09/23/2020 11:04:01,00:14:31,1
aarushi,a685add05358bd8e7c3357153b64762e,Presenter,09/23/2020 10:49:38,09/23/2020 12:36:18,00:21:08,2
aarushi,1a7acb7c631eb9903e89011c938bdb39,Presenter,09/23/2020 10:53:03,09/23/2020 12:20:45,01:11:15,2
aarushi,92a5fc906c41843ca6f943949b6a14b5,Presenter,09/23/2020 11:03:50,09/23/2020 11:41:54,00:02:23,2
aarushi,9affd4819a96ea9aa3a86e19ca2ae5e7,Presenter,09/23/2020 11:30:48,09/23/2020 11:31:26,00:00:37,1
aarushi,3c6730c879d869938228349c4b2d3b94,Presenter,09/23/2020 12:25:47,09/23/2020 12:38:08,00:12:21,1
aarushi,3c79b10f2c86148b6f07ae1548d9a12d,Presenter,09/23/2020 12:29:49,09/23/2020 13:16:12,00:13:17,3
aarushi,0834f11b6a36dbea9bfdd7b8ebccb190,Presenter,09/23/2020 12:35:17,09/23/2020 13:10:22,00:35:05,1
aarushi,47ee1c8dced907ccc114434263798dad,Presenter,09/23/2020 20:09:22,09/23/2020 20:09:22,00:00:00,0
aarushi,6f888e2268a714f0db43105f75310e91,Presenter,09/26/2020 08:26:14,09/26/2020 09:40:32,01:14:18,1
aarushi,AARUSHI GUPTA,Moderator,09/26/2020 09:00:38,09/26/2020 09:41:12,00:40:04,2
aarushi,b996a9b92ba73ea1bcb36967a2026808,Presenter,09/26/2020 09:03:04,09/26/2020 09:40:23,00:29:37,8
aarushi,d2e527fe597fdfdc1dbdb86b7f3ddc1e,Presenter,09/26/2020 09:17:09,09/26/2020 09:40:26,00:23:17,1
aarushi,e77bbb96842b2c1f32e9285c26a0cb2f,Presenter,09/28/2020 10:00:19,09/28/2020 10:14:36,00:11:21,4
aarushi,AARUSHI GUPTA,Moderator,09/28/2020 09:02:06,09/28/2020 09:03:38,00:01:31,1
aarushi,de873e105ebb0953989a6d49ba354318,Presenter,09/28/2020 11:04:33,09/28/2020 11:24:48,00:20:14,1
aarushi,4fc34d74d39917b3cd83966942843dc7,Presenter,09/30/2020 08:01:15,09/30/2020 08:16:35,00:15:20,1
aarushi,9c3979888ebcfe0900cc745f48b4ee9c,Presenter,09/30/2020 08:19:36,09/30/2020 08:31:44,00:12:07,1
aarushi,AARUSHI GUPTA,Moderator,09/30/2020 08:20:05,09/30/2020 08:31:43,00:11:37,1
aarushi,AARUSHI GUPTA,Moderator,09/30/2020 09:01:35,09/30/2020 13:01:40,04:00:04,2
aarushi,5dfd348e5271db4d9e6ac8c540ad8689,Presenter,09/30/2020 09:50:34,09/30/2020 10:56:08,01:05:34,1
aarushi,8ad0e1c437ddce1e2be42a4630b7b011,Presenter,09/30/2020 12:04:46,09/30/2020 12:31:28,00:26:42,1
aarushi,AARUSHI GUPTA,Moderator,09/08/2020 07:00:16,09/08/2020 10:59:13,03:58:15,2
aarushi,90151ab15b6bbd56212a5e86a5b0f3a4,Presenter,09/08/2020 09:20:44,09/08/2020 09:44:38,00:23:14,3
aarushi,AARUSHI GUPTA,Moderator,09/09/2020 09:00:19,09/09/2020 13:00:28,04:00:08,1
aarushi,fbdcaa668860339338de879c9fb03127,Presenter,09/09/2020 11:43:02,09/09/2020 11:54:25,00:11:22,1
tyler,TYLER CARAZA-HARTER,Moderator,01/04/2021 15:21:24,01/04/2021 15:21:44,00:00:19,1
tyler,8a83d562abc9e1dadbe887f58d6a54fc,Presenter,10/12/2020 13:36:54,10/12/2020 16:22:05,02:43:47,3
tyler,TYLER CARAZA-HARTER,Moderator,10/12/2020 15:00:18,10/12/2020 16:22:04,01:21:45,1
tyler,fc89668809212ce6975e1523b85c6f30,Presenter,10/12/2020 15:03:28,10/12/2020 15:23:29,00:18:11,2
tyler,fbdcaa668860339338de879c9fb03127,Presenter,10/12/2020 15:09:44,10/12/2020 15:28:55,00:19:11,1
tyler,76eeb062f173cf87f5f99df79ebdb759,Presenter,10/12/2020 15:13:29,10/12/2020 15:43:58,00:30:29,1
tyler,d395189722712b04617c92a3fc13c9f4,Presenter,10/12/2020 15:22:11,10/12/2020 15:52:42,00:30:30,1
tyler,9344ac1330d77335c580c5a3b08a7606,Presenter,10/12/2020 15:33:00,10/12/2020 15:33:08,00:00:08,1
tyler,47ee1c8dced907ccc114434263798dad,Presenter,10/14/2020 13:28:14,10/14/2020 14:17:25,00:49:10,1
tyler,3b86080ce19f29762761b1b429cfa755,Presenter,10/14/2020 13:44:17,10/14/2020 14:37:48,00:53:31,1
tyler,TYLER CARAZA-HARTER,Moderator,10/14/2020 13:59:49,10/14/2020 15:00:41,01:00:51,1
tyler,4d1a99417c3bca7385ff63b83620f03e,Presenter,10/14/2020 14:00:32,10/14/2020 14:30:32,00:30:00,1
tyler,8a83d562abc9e1dadbe887f58d6a54fc,Presenter,10/14/2020 14:14:05,10/14/2020 14:40:55,00:26:49,2
tyler,9344ac1330d77335c580c5a3b08a7606,Presenter,10/14/2020 14:15:26,10/14/2020 14:20:17,00:04:51,1
tyler,a05e7583c16c2fcd0bb0abfae13922ec,Presenter,10/14/2020 14:26:21,10/14/2020 14:58:27,00:32:06,1
tyler,60766eb69bd63f59b909b043a08520e5,Presenter,10/14/2020 14:53:50,10/14/2020 14:53:59,00:00:08,1
tyler,TYLER CARAZA-HARTER,Moderator,10/15/2020 13:04:45,10/15/2020 13:05:44,00:00:59,1
tyler,5dfd348e5271db4d9e6ac8c540ad8689,Presenter,10/16/2020 12:54:33,10/16/2020 13:26:24,00:22:15,6
tyler,TYLER CARAZA-HARTER,Moderator,10/16/2020 13:00:54,10/16/2020 13:59:23,00:58:21,2
tyler,9344ac1330d77335c580c5a3b08a7606,Presenter,10/16/2020 13:04:42,10/16/2020 13:19:56,00:15:14,1
tyler,f667fc370ee3ef86bb1f1b0366b9c811,Presenter,10/19/2020 14:49:26,10/19/2020 16:05:54,01:16:27,1
tyler,62ed60d6000bf7fa150d3bd4eb572fc3,Presenter,10/19/2020 14:53:36,10/19/2020 15:37:48,00:44:03,2
tyler,f0ff401179a76973bd8f67bcfa102f86,Presenter,10/19/2020 14:57:16,10/19/2020 15:08:26,00:11:09,1
tyler,TYLER CARAZA-HARTER,Moderator,10/19/2020 15:00:35,10/19/2020 16:05:55,01:05:20,1
tyler,b28d750da1cf3490bfff6b61798de4be,Presenter,10/19/2020 15:06:26,10/19/2020 15:43:12,00:36:46,1
tyler,3c6730c879d869938228349c4b2d3b94,Presenter,10/19/2020 15:22:56,10/19/2020 15:46:27,00:21:33,2
tyler,20699f038c071f5412fe5afdd5298929,Presenter,10/19/2020 15:39:14,10/19/2020 15:59:40,00:20:26,1
tyler,ce0843389ec1c430b99d738e541a844b,Presenter,10/19/2020 14:06:04,10/19/2020 14:26:42,00:20:38,1
tyler,76eeb062f173cf87f5f99df79ebdb759,Presenter,10/02/2020 12:56:55,10/02/2020 13:41:36,00:44:41,1
tyler,TYLER CARAZA-HARTER,Moderator,10/02/2020 12:59:41,10/02/2020 14:05:46,01:06:04,1
tyler,a9920d4dd7664041a7ff63e07195d638,Presenter,10/20/2020 14:58:40,10/20/2020 15:02:07,00:03:18,2
